Стоимость тарифа,Дата создания,Глубина бронирования,Дата заезда
18,2015-01-06,5,2015-01-06
9,2015-02-05,12,2015-02-16
9,2015-02-05,17,2015-02-17
9,2015-03-09,7,2015-03-13
9,2015-03-09,8,2015-03-14
6,2015-04-07,15,2015-04-18
6,2015-04-07,15,2015-04-19
6,2015-04-07,17,2015-04-20
6,2015-04-07,19,2015-04-21
6,2015-04-07,17,2015-04-22
6,2015-04-07,18,2015-04-23
6,2015-04-07,22,2015-04-24
5,2015-06-25,0,2015-06-25
3,2015-06-12,0,2015-06-12
3,2015-06-12,5,2015-06-13
5,2015-07-25,0,2015-07-25
4,2015-12-04,2,2015-12-04
4,2015-12-04,4,2015-12-05
16,2015-11-28,26,2015-12-19
16,2015-11-28,25,2015-12-20
16,2015-11-28,23,2015-12-21
16,2015-11-28,24,2015-12-22
16,2015-11-28,27,2015-12-23
16,2015-11-28,29,2015-12-24
16,2015-11-28,27,2015-12-25
5,2015-08-16,2,2015-08-16
5,2015-08-16,5,2015-08-17
6,2015-10-03,11,2015-10-14
5,2015-10-07,2,2015-10-07
5,2015-10-07,5,2015-10-08
5,2015-10-12,0,2015-10-12
5,2015-10-12,5,2015-10-13
18,2015-01-03,3,2015-01-03
18,2015-01-03,4,2015-01-04
18,2015-01-03,3,2015-01-05
18,2015-01-03,7,2015-01-06
18,2015-01-03,9,2015-01-07
11,2015-01-15,18,2015-01-29
11,2015-01-15,17,2015-01-30
11,2015-01-15,21,2015-01-31
7,2015-02-13,7,2015-02-16
7,2015-02-13,7,2015-02-17
6,2015-03-22,7,2015-03-26
6,2015-03-22,6,2015-03-27
6,2015-03-22,7,2015-03-28
6,2015-03-22,10,2015-03-29
3,2015-05-31,0,2015-05-31
3,2015-05-31,6,2015-06-01
3,2015-06-05,3,2015-06-05
4,2015-07-18,7,2015-07-23
5,2015-10-01,15,2015-10-11
5,2015-10-01,12,2015-10-12
5,2015-10-01,13,2015-10-13
5,2015-10-01,14,2015-10-14
5,2015-10-01,17,2015-10-15
5,2015-10-01,18,2015-10-16
5,2015-10-23,16,2015-11-04
5,2015-10-23,16,2015-11-05
3,2015-12-04,6,2015-12-09
3,2015-12-04,7,2015-12-10
3,2015-12-01,1,2015-12-02
3,2015-12-01,7,2015-12-03
3,2015-12-01,6,2015-12-04
3,2015-12-01,4,2015-12-05
3,2015-12-01,6,2015-12-06
3,2015-12-01,7,2015-12-07
2,2015-06-09,4,2015-06-11
2,2015-06-09,4,2015-06-12
2,2015-06-09,8,2015-06-13
2,2015-06-09,7,2015-06-14
3,2015-05-27,12,2015-06-04
3,2015-05-27,12,2015-06-05
3,2015-05-27,13,2015-06-06
3,2015-05-27,14,2015-06-07
4,2015-05-29,1,2015-05-30
4,2015-05-29,3,2015-05-31
4,2015-05-29,5,2015-06-01
4,2015-05-29,7,2015-06-02
3,2015-07-18,5,2015-07-21
4,2015-07-22,1,2015-07-22
5,2015-08-11,4,2015-08-11
10,2015-01-21,8,2015-01-24
9,2015-01-16,11,2015-01-23
9,2015-01-16,8,2015-01-24
7,2015-01-04,3,2015-01-04
9,2015-02-05,1,2015-02-06
9,2015-02-05,3,2015-02-07
9,2015-02-05,5,2015-02-08
8,2015-03-01,6,2015-03-02
8,2015-03-01,4,2015-03-03
8,2015-03-01,8,2015-03-04
8,2015-03-01,8,2015-03-05
15,2015-03-01,7,2015-03-05
15,2015-03-01,8,2015-03-06
15,2015-03-01,11,2015-03-07
9,2015-02-17,5,2015-02-17
5,2015-04-12,26,2015-05-03
5,2015-04-12,24,2015-05-04
5,2015-04-12,28,2015-05-05
5,2015-04-12,24,2015-05-06
5,2015-04-12,29,2015-05-07
5,2015-04-12,26,2015-05-08
5,2015-04-12,27,2015-05-09
5,2015-03-27,2,2015-03-27
5,2015-03-27,5,2015-03-28
5,2015-03-27,6,2015-03-29
5,2015-03-27,6,2015-03-30
5,2015-03-27,9,2015-03-31
22,2015-03-08,5,2015-03-08
3,2015-05-14,9,2015-05-19
3,2015-05-14,7,2015-05-20
3,2015-05-14,10,2015-05-21
6,2015-04-26,1,2015-04-27
5,2015-06-28,22,2015-07-17
2,2015-11-10,2,2015-11-11
2,2015-11-10,2,2015-11-12
2,2015-11-10,7,2015-11-13
3,2015-12-04,8,2015-12-09
3,2015-12-04,6,2015-12-10
4,2015-12-08,7,2015-12-11
4,2015-12-08,9,2015-12-12
7,2015-11-27,23,2015-12-19
7,2015-11-27,24,2015-12-20
7,2015-11-27,27,2015-12-21
7,2015-11-27,30,2015-12-22
7,2015-11-27,26,2015-12-23
7,2015-11-27,31,2015-12-24
8,2015-12-25,2,2015-12-25
4,2015-12-11,7,2015-12-13
3,2015-07-22,1,2015-07-22
5,2015-09-09,31,2015-10-06
5,2015-09-09,30,2015-10-07
5,2015-09-09,32,2015-10-08
7,2015-02-09,8,2015-02-16
7,2015-02-09,8,2015-02-17
8,2015-02-05,5,2015-02-05
12,2015-02-05,3,2015-02-06
12,2015-02-05,5,2015-02-07
12,2015-02-05,3,2015-02-08
10,2015-01-21,8,2015-01-24
11,2015-01-24,27,2015-02-19
11,2015-01-24,28,2015-02-20
11,2015-01-24,28,2015-02-21
11,2015-01-24,32,2015-02-22
9,2015-02-21,12,2015-03-02
9,2015-02-21,12,2015-03-03
9,2015-02-21,16,2015-03-04
9,2015-02-21,16,2015-03-05
9,2015-02-21,14,2015-03-06
9,2015-02-21,15,2015-03-07
9,2015-02-21,18,2015-03-08
9,2015-02-21,16,2015-03-09
9,2015-02-21,17,2015-03-10
9,2015-02-21,22,2015-03-11
9,2015-02-21,20,2015-03-12
9,2015-02-21,23,2015-03-13
9,2015-02-21,24,2015-03-14
7,2015-02-22,22,2015-03-16
7,2015-02-22,27,2015-03-17
7,2015-02-22,25,2015-03-18
7,2015-02-22,27,2015-03-19
4,2015-04-12,26,2015-05-07
4,2015-04-12,31,2015-05-08
4,2015-04-12,29,2015-05-09
2,2015-05-21,8,2015-05-25
2,2015-05-21,9,2015-05-26
3,2015-05-14,5,2015-05-19
3,2015-05-14,7,2015-05-20
3,2015-05-14,11,2015-05-21
3,2015-06-02,14,2015-06-11
3,2015-06-02,11,2015-06-12
3,2015-06-02,15,2015-06-13
3,2015-06-08,0,2015-06-08
4,2015-10-14,1,2015-10-14
4,2015-10-14,1,2015-10-15
4,2015-10-14,2,2015-10-16
3,2015-10-23,23,2015-11-10
3,2015-10-23,20,2015-11-11
3,2015-10-23,22,2015-11-12
3,2015-10-23,26,2015-11-13
6,2015-10-24,3,2015-10-24
14,2015-12-04,25,2015-12-24
14,2015-12-04,22,2015-12-25
14,2015-12-04,26,2015-12-26
14,2015-12-04,24,2015-12-27
14,2015-12-04,29,2015-12-28
14,2015-12-04,28,2015-12-29
4,2015-12-02,11,2015-12-13
5,2015-11-25,5,2015-11-28
5,2015-11-25,6,2015-11-29
5,2015-11-25,8,2015-11-30
5,2015-11-25,10,2015-12-01
5,2015-11-25,7,2015-12-02
5,2015-11-25,11,2015-12-03
5,2015-11-25,13,2015-12-04
4,2015-06-08,1,2015-06-09
3,2015-06-10,2,2015-06-12
3,2015-05-31,2,2015-05-31
3,2015-05-31,6,2015-06-01
3,2015-05-31,2,2015-06-02
3,2015-05-31,3,2015-06-03
8,2015-06-21,0,2015-06-21
8,2015-06-21,2,2015-06-22
3,2015-06-24,3,2015-06-24
3,2015-06-24,3,2015-06-25
4,2015-06-13,3,2015-06-13
4,2015-08-02,2,2015-08-02
3,2015-07-27,9,2015-08-01
13,2014-12-17,12,2014-12-26
13,2014-12-17,10,2014-12-27
13,2014-12-17,16,2014-12-28
13,2014-12-17,15,2014-12-29
13,2014-12-17,13,2014-12-30
13,2014-12-17,15,2014-12-31
13,2014-12-17,16,2015-01-01
13,2014-12-17,19,2015-01-02
12,2015-01-12,26,2015-02-03
12,2015-01-12,26,2015-02-04
12,2015-01-12,29,2015-02-05
12,2015-01-12,25,2015-02-06
7,2015-01-23,3,2015-01-23
7,2015-01-23,2,2015-01-24
19,2015-02-15,20,2015-03-03
19,2015-02-15,20,2015-03-04
19,2015-02-15,22,2015-03-05
19,2015-02-15,20,2015-03-06
7,2015-03-16,14,2015-03-30
7,2015-03-16,18,2015-03-31
7,2015-03-16,17,2015-04-01
9,2015-03-18,8,2015-03-22
9,2015-03-18,7,2015-03-23
9,2015-03-18,9,2015-03-24
9,2015-03-18,10,2015-03-25
9,2015-03-18,12,2015-03-26
13,2015-03-21,5,2015-03-21
10,2015-03-10,6,2015-03-13
7,2015-03-02,5,2015-03-02
6,2015-04-09,3,2015-04-12
6,2015-03-31,4,2015-04-03
6,2015-03-31,8,2015-04-04
3,2015-04-27,28,2015-05-25
9,2015-01-17,21,2015-02-06
9,2015-01-17,21,2015-02-07
9,2015-01-17,25,2015-02-08
7,2015-02-04,0,2015-02-04
7,2015-02-04,3,2015-02-05
12,2015-01-28,1,2015-01-28
12,2015-01-28,6,2015-01-29
12,2015-01-28,3,2015-01-30
12,2015-01-28,7,2015-01-31
12,2015-01-28,6,2015-02-01
12,2015-01-28,8,2015-02-02
12,2015-01-28,9,2015-02-03
10,2015-01-21,7,2015-01-25
10,2015-01-21,10,2015-01-26
10,2015-01-21,9,2015-01-27
6,2015-01-23,0,2015-01-23
6,2015-01-23,3,2015-01-24
7,2015-02-22,19,2015-03-13
7,2015-02-22,24,2015-03-14
7,2015-02-16,0,2015-02-16
7,2015-02-16,3,2015-02-17
9,2015-02-10,27,2015-03-06
9,2015-02-10,28,2015-03-07
9,2015-02-10,28,2015-03-08
10,2015-02-10,31,2015-03-09
10,2015-02-10,30,2015-03-10
10,2015-02-10,30,2015-03-11
10,2015-02-10,34,2015-03-12
11,2015-03-18,6,2015-03-23
11,2015-03-18,10,2015-03-24
11,2015-03-18,9,2015-03-25
3,2015-06-02,12,2015-06-11
3,2015-06-02,12,2015-06-12
3,2015-06-02,14,2015-06-13
3,2015-06-02,15,2015-06-14
3,2015-06-07,1,2015-06-07
3,2015-05-16,15,2015-05-29
3,2015-05-16,15,2015-05-30
3,2015-05-16,18,2015-05-31
3,2015-05-16,17,2015-06-01
3,2015-05-16,20,2015-06-02
3,2015-05-16,22,2015-06-03
3,2015-05-16,24,2015-06-04
3,2015-05-16,24,2015-06-05
3,2015-05-16,21,2015-06-06
5,2015-06-21,2,2015-06-21
5,2015-06-21,3,2015-06-22
5,2015-06-29,4,2015-06-29
6,2015-06-12,6,2015-06-16
6,2015-06-12,10,2015-06-17
6,2015-06-12,8,2015-06-18
14,2015-12-28,4,2015-12-29
14,2015-12-28,6,2015-12-30
2,2015-10-25,3,2015-10-27
2,2015-10-25,5,2015-10-28
2,2015-10-25,5,2015-10-29
4,2015-12-05,6,2015-12-06
28,2015-12-22,10,2015-12-30
28,2015-12-22,9,2015-12-31
28,2015-12-22,14,2016-01-01
3,2015-06-02,12,2015-06-11
3,2015-06-02,13,2015-06-12
3,2015-06-02,12,2015-06-13
3,2015-05-28,14,2015-06-06
4,2015-06-29,5,2015-06-29
6,2015-06-12,7,2015-06-16
6,2015-06-12,6,2015-06-17
6,2015-06-12,6,2015-06-18
8,2015-07-23,4,2015-07-23
8,2015-07-23,3,2015-07-24
8,2015-07-23,4,2015-07-25
5,2015-08-22,32,2015-09-19
5,2015-08-22,34,2015-09-20
5,2015-08-22,33,2015-09-21
5,2015-10-14,8,2015-10-18
5,2015-10-14,8,2015-10-19
5,2015-10-14,9,2015-10-20
5,2015-10-14,11,2015-10-21
5,2015-10-14,8,2015-10-22
5,2015-10-14,14,2015-10-23
10,2014-12-12,31,2015-01-09
10,2014-12-12,29,2015-01-10
10,2014-12-12,33,2015-01-11
10,2014-12-12,34,2015-01-12
10,2014-12-12,36,2015-01-13
10,2014-12-12,37,2015-01-14
13,2014-12-27,2,2014-12-27
13,2014-12-27,2,2014-12-28
13,2014-12-27,3,2014-12-29
13,2014-12-27,4,2014-12-30
13,2014-12-27,5,2014-12-31
13,2014-12-27,7,2015-01-01
12,2015-01-12,23,2015-02-03
12,2015-01-12,28,2015-02-04
12,2015-01-12,25,2015-02-05
12,2015-01-12,27,2015-02-06
16,2015-02-07,2,2015-02-07
10,2015-01-27,10,2015-02-01
10,2015-01-21,9,2015-01-27
10,2015-01-21,11,2015-01-28
10,2015-01-21,12,2015-01-29
16,2015-02-25,1,2015-02-25
16,2015-02-25,4,2015-02-26
16,2015-02-25,4,2015-02-27
10,2015-03-02,15,2015-03-13
10,2015-03-02,16,2015-03-14
4,2015-04-11,5,2015-04-11
4,2015-04-11,5,2015-04-12
5,2015-03-30,6,2015-03-31
5,2015-03-30,3,2015-04-01
5,2015-03-30,3,2015-04-02
5,2015-03-23,4,2015-03-26
5,2015-03-23,7,2015-03-27
5,2015-03-23,7,2015-03-28
10,2015-03-16,10,2015-03-23
10,2015-03-16,9,2015-03-24
10,2015-03-16,14,2015-03-25
5,2015-05-07,5,2015-05-09
6,2015-04-27,3,2015-04-27
4,2015-11-25,2,2015-11-26
3,2015-11-17,5,2015-11-17
12,2015-12-29,2,2015-12-30
14,2015-12-22,5,2015-12-25
14,2015-12-22,7,2015-12-26
4,2015-07-22,3,2015-07-22
5,2015-07-23,4,2015-07-23
3,2015-09-30,3,2015-10-02
3,2015-09-30,7,2015-10-03
5,2015-10-02,11,2015-10-11
3,2015-10-15,19,2015-11-03
5,2015-10-08,15,2015-10-18
5,2015-10-08,11,2015-10-19
5,2015-10-08,13,2015-10-20
5,2015-10-08,14,2015-10-21
5,2015-10-08,19,2015-10-22
5,2015-10-08,15,2015-10-23
3,2015-11-04,9,2015-11-10
3,2015-11-04,11,2015-11-11
7,2015-01-27,4,2015-01-27
7,2015-01-27,5,2015-01-28
8,2015-01-23,0,2015-01-23
8,2015-01-23,6,2015-01-24
7,2015-02-22,19,2015-03-13
7,2015-02-22,20,2015-03-14
6,2015-03-21,1,2015-03-22
6,2015-03-21,4,2015-03-23
6,2015-03-21,7,2015-03-24
6,2015-03-21,8,2015-03-25
6,2015-03-21,9,2015-03-26
11,2015-03-01,0,2015-03-01
11,2015-03-01,6,2015-03-02
11,2015-03-01,4,2015-03-03
11,2015-03-01,6,2015-03-04
11,2015-03-01,5,2015-03-05
11,2015-03-01,9,2015-03-06
8,2015-03-14,5,2015-03-15
8,2015-03-14,4,2015-03-16
8,2015-03-14,4,2015-03-17
8,2015-03-14,9,2015-03-18
8,2015-03-14,5,2015-03-19
8,2015-03-14,10,2015-03-20
5,2015-05-07,6,2015-05-09
3,2015-06-02,12,2015-06-11
3,2015-06-02,12,2015-06-12
3,2015-06-02,16,2015-06-13
7,2015-06-10,10,2015-06-15
7,2015-06-10,10,2015-06-16
7,2015-06-10,11,2015-06-17
7,2015-06-10,11,2015-06-18
7,2015-06-10,11,2015-06-19
12,2015-11-23,27,2015-12-20
12,2015-11-23,32,2015-12-21
12,2015-11-23,32,2015-12-22
12,2015-11-23,35,2015-12-23
12,2015-11-23,36,2015-12-24
12,2015-11-23,35,2015-12-25
12,2015-11-23,34,2015-12-26
12,2015-11-23,35,2015-12-27
4,2015-11-24,1,2015-11-25
3,2015-11-20,10,2015-11-26
4,2015-11-07,3,2015-11-08
5,2015-07-19,6,2015-07-23
5,2015-07-19,6,2015-07-24
5,2015-07-19,8,2015-07-25
5,2015-07-19,12,2015-07-26
5,2015-07-19,8,2015-07-27
5,2015-07-19,14,2015-07-28
5,2015-07-19,15,2015-07-29
4,2015-06-10,5,2015-06-10
10,2015-03-19,0,2015-03-19
10,2015-03-19,3,2015-03-20
10,2015-03-19,6,2015-03-21
6,2015-03-21,5,2015-03-22
6,2015-03-21,6,2015-03-23
6,2015-03-21,3,2015-03-24
6,2015-03-21,6,2015-03-25
6,2015-03-21,9,2015-03-26
6,2015-03-21,6,2015-03-27
9,2015-02-08,13,2015-02-16
9,2015-02-08,13,2015-02-17
9,2015-02-08,12,2015-02-18
9,2015-02-08,12,2015-02-19
9,2015-01-21,7,2015-01-23
9,2015-01-21,6,2015-01-24
9,2015-01-23,1,2015-01-24
9,2015-01-23,7,2015-01-25
9,2015-01-23,4,2015-01-26
9,2015-01-23,8,2015-01-27
11,2015-01-19,13,2015-01-29
11,2015-01-19,12,2015-01-30
11,2015-01-19,14,2015-01-31
11,2015-01-19,17,2015-02-01
12,2015-01-12,22,2015-02-03
12,2015-01-12,28,2015-02-04
12,2015-01-12,24,2015-02-05
12,2015-01-12,27,2015-02-06
3,2015-06-02,13,2015-06-11
3,2015-06-02,15,2015-06-12
3,2015-06-02,15,2015-06-13
3,2015-06-02,13,2015-06-14
4,2015-06-08,1,2015-06-08
3,2015-05-06,5,2015-05-08
3,2015-05-07,4,2015-05-07
5,2015-04-07,22,2015-04-25
5,2015-04-07,19,2015-04-26
5,2015-04-16,4,2015-04-18
5,2015-04-16,6,2015-04-19
5,2015-03-31,32,2015-04-30
5,2015-03-31,33,2015-05-01
5,2015-03-31,32,2015-05-02
22,2015-02-25,4,2015-02-26
9,2015-02-08,8,2015-02-16
9,2015-02-08,14,2015-02-17
9,2015-02-08,11,2015-02-18
9,2015-02-08,14,2015-02-19
8,2015-02-04,1,2015-02-04
8,2015-02-04,3,2015-02-05
8,2015-02-04,5,2015-02-06
8,2015-01-25,7,2015-01-30
8,2015-01-25,11,2015-01-31
8,2015-01-25,7,2015-02-01
8,2015-01-25,11,2015-02-02
9,2015-01-21,3,2015-01-23
9,2015-01-21,7,2015-01-24
3,2015-06-02,13,2015-06-11
3,2015-06-02,10,2015-06-12
3,2015-06-02,15,2015-06-13
2,2015-05-22,13,2015-05-30
3,2015-05-22,1,2015-05-23
3,2015-05-22,3,2015-05-24
3,2015-05-06,2,2015-05-08
3,2015-05-07,2,2015-05-07
5,2015-09-20,9,2015-09-26
5,2015-09-20,9,2015-09-27
5,2015-09-04,2,2015-09-06
5,2015-09-04,7,2015-09-07
5,2015-09-04,9,2015-09-08
5,2015-09-04,10,2015-09-09
5,2015-09-04,6,2015-09-10
5,2015-09-04,11,2015-09-11
5,2015-09-04,12,2015-09-12
5,2015-08-20,0,2015-08-20
5,2015-10-11,6,2015-10-14
5,2015-10-11,6,2015-10-15
5,2015-10-05,6,2015-10-08
3,2015-10-02,5,2015-10-03
7,2015-12-23,3,2015-12-23
7,2015-12-16,6,2015-12-20
7,2015-12-16,7,2015-12-21
7,2015-12-16,7,2015-12-22
28,2015-12-22,8,2015-12-30
28,2015-12-22,10,2015-12-31
28,2015-12-22,11,2016-01-01
8,2015-12-18,3,2015-12-19
8,2015-12-18,6,2015-12-20
5,2015-12-10,2,2015-12-11
5,2015-12-10,2,2015-12-12
5,2015-12-10,6,2015-12-13
2,2015-12-08,2,2015-12-09
2,2015-12-08,2,2015-12-10
13,2015-11-23,27,2015-12-20
13,2015-11-23,28,2015-12-21
13,2015-11-23,34,2015-12-22
13,2015-11-23,32,2015-12-23
13,2015-11-23,33,2015-12-24
13,2015-11-23,33,2015-12-25
13,2015-11-23,38,2015-12-26
13,2015-11-23,38,2015-12-27
3,2015-11-19,5,2015-11-20
3,2015-11-19,4,2015-11-21
3,2015-11-04,7,2015-11-10
4,2015-08-12,21,2015-08-28
4,2015-08-12,18,2015-08-29
4,2015-08-12,19,2015-08-30
4,2015-08-12,24,2015-08-31
4,2015-08-12,24,2015-09-01
4,2015-08-12,21,2015-09-02
5,2015-07-24,1,2015-07-24
4,2015-06-10,6,2015-06-12
4,2015-06-10,4,2015-06-13
3,2015-05-29,9,2015-06-05
3,2015-05-29,12,2015-06-06
3,2015-05-29,10,2015-06-07
2,2015-05-25,3,2015-05-26
2,2015-05-25,3,2015-05-27
3,2015-05-15,16,2015-05-28
3,2015-05-15,19,2015-05-29
3,2015-05-15,20,2015-05-30
6,2015-04-18,3,2015-04-18
6,2015-04-20,16,2015-05-01
6,2015-04-20,14,2015-05-02
6,2015-04-20,15,2015-05-03
5,2015-03-26,10,2015-04-04
7,2015-03-16,15,2015-03-30
7,2015-03-16,16,2015-03-31
7,2015-03-16,17,2015-04-01
9,2015-03-18,6,2015-03-21
9,2015-03-18,5,2015-03-22
9,2015-03-18,8,2015-03-23
9,2015-03-18,8,2015-03-24
9,2015-03-18,10,2015-03-25
9,2015-03-18,13,2015-03-26
6,2015-01-26,4,2015-01-29
10,2015-01-21,5,2015-01-24
11,2015-01-23,15,2015-02-05
11,2015-01-23,17,2015-02-06
11,2015-01-23,20,2015-02-07
11,2015-01-24,11,2015-01-30
11,2015-01-24,9,2015-01-31
8,2015-01-24,25,2015-02-16
8,2015-01-24,29,2015-02-17
8,2015-01-24,27,2015-02-18
7,2015-01-20,30,2015-02-17
7,2015-01-20,30,2015-02-18
7,2015-01-20,34,2015-02-19
7,2015-01-20,34,2015-02-20
7,2015-01-20,36,2015-02-21
7,2015-01-20,35,2015-02-22
7,2015-01-20,34,2015-02-23
7,2015-01-20,35,2015-02-24
7,2015-01-20,41,2015-02-25
7,2015-01-20,37,2015-02-26
7,2015-01-20,42,2015-02-27
7,2015-01-20,44,2015-02-28
7,2015-01-20,40,2015-03-01
3,2015-11-04,9,2015-11-10
3,2015-11-04,7,2015-11-11
3,2015-10-23,26,2015-11-14
3,2015-10-23,27,2015-11-15
3,2015-12-04,6,2015-12-09
3,2015-12-04,6,2015-12-10
27,2015-12-23,11,2015-12-30
27,2015-12-23,9,2015-12-31
27,2015-12-23,11,2016-01-01
7,2015-12-10,13,2015-12-19
7,2015-12-10,12,2015-12-20
17,2015-12-02,19,2015-12-21
17,2015-12-02,24,2015-12-22
17,2015-12-02,26,2015-12-23
17,2015-12-02,27,2015-12-24
17,2015-12-02,23,2015-12-25
17,2015-12-02,25,2015-12-26
17,2015-12-02,27,2015-12-27
5,2015-12-03,13,2015-12-13
9,2015-02-10,10,2015-02-16
9,2015-02-10,11,2015-02-17
8,2015-02-06,6,2015-02-07
8,2015-02-06,5,2015-02-08
7,2015-01-23,12,2015-01-30
7,2015-01-23,13,2015-01-31
7,2015-01-23,9,2015-02-01
7,2015-01-23,14,2015-02-02
7,2015-01-23,11,2015-02-03
7,2015-01-23,13,2015-02-04
10,2015-01-23,18,2015-02-05
10,2015-01-23,18,2015-02-06
11,2015-03-20,0,2015-03-20
11,2015-03-20,2,2015-03-21
2,2015-05-21,8,2015-05-26
2,2015-05-21,7,2015-05-27
2,2015-05-22,11,2015-06-02
6,2015-05-01,5,2015-05-02
6,2015-05-01,6,2015-05-03
6,2015-05-14,14,2015-05-28
6,2015-05-14,15,2015-05-29
2,2015-05-27,12,2015-06-06
18,2015-01-05,8,2015-01-08
18,2015-01-05,8,2015-01-09
7,2015-02-09,9,2015-02-16
7,2015-02-09,10,2015-02-17
7,2015-01-23,8,2015-01-30
7,2015-01-23,8,2015-01-31
7,2015-01-23,11,2015-02-01
7,2015-01-23,13,2015-02-02
7,2015-01-23,13,2015-02-03
7,2015-01-23,12,2015-02-04
7,2015-03-19,0,2015-03-19
7,2015-03-19,1,2015-03-20
7,2015-03-19,2,2015-03-21
6,2015-03-21,3,2015-03-24
6,2015-03-21,7,2015-03-25
6,2015-03-21,8,2015-03-26
11,2015-02-19,5,2015-02-19
3,2015-06-01,2,2015-06-02
3,2015-06-01,2,2015-06-03
2,2015-05-21,7,2015-05-26
2,2015-05-21,11,2015-05-27
6,2015-05-01,6,2015-05-02
6,2015-05-01,6,2015-05-03
3,2015-05-29,13,2015-06-06
11,2015-12-22,10,2015-12-29
3,2015-12-02,12,2015-12-11
3,2015-12-02,10,2015-12-12
3,2015-12-02,11,2015-12-13
4,2015-09-18,12,2015-09-28
4,2015-09-18,15,2015-09-29
4,2015-09-18,13,2015-09-30
4,2015-09-18,17,2015-10-01
4,2015-09-08,0,2015-09-08
3,2015-11-04,7,2015-11-10
5,2015-10-24,2,2015-10-24
3,2015-11-11,5,2015-11-11
17,2014-12-31,5,2014-12-31
18,2014-12-31,3,2015-01-03
18,2014-12-31,5,2015-01-04
18,2014-12-31,5,2015-01-05
9,2014-12-16,24,2015-01-07
9,2014-12-16,28,2015-01-08
9,2014-12-16,25,2015-01-09
9,2014-12-16,30,2015-01-10
9,2014-12-16,30,2015-01-11
9,2014-12-16,29,2015-01-12
12,2014-12-16,18,2014-12-30
12,2014-12-16,20,2014-12-31
12,2014-12-16,16,2015-01-01
12,2014-12-16,22,2015-01-02
12,2014-12-16,20,2015-01-03
12,2014-12-16,20,2015-01-04
12,2014-12-16,22,2015-01-05
8,2015-01-24,23,2015-02-16
8,2015-01-24,25,2015-02-17
8,2015-01-24,30,2015-02-18
8,2015-01-20,12,2015-01-28
8,2015-01-20,9,2015-01-29
8,2015-01-20,11,2015-01-30
8,2015-01-20,13,2015-01-31
10,2015-03-18,5,2015-03-19
10,2015-03-18,5,2015-03-20
6,2015-03-21,1,2015-03-22
6,2015-03-21,4,2015-03-23
6,2015-03-21,8,2015-03-24
6,2015-03-21,6,2015-03-25
6,2015-03-21,5,2015-03-26
6,2015-03-21,7,2015-03-27
9,2015-02-16,6,2015-02-17
9,2015-02-16,2,2015-02-18
2,2015-05-25,4,2015-05-26
2,2015-05-25,4,2015-05-27
5,2015-03-25,31,2015-04-24
5,2015-07-24,3,2015-07-24
3,2015-06-12,2,2015-06-12
3,2015-06-12,6,2015-06-13
17,2014-12-31,1,2014-12-31
13,2014-12-22,8,2014-12-30
13,2014-12-22,12,2014-12-31
13,2014-12-22,10,2015-01-01
13,2014-12-22,13,2015-01-02
12,2015-02-04,2,2015-02-04
7,2015-02-05,5,2015-02-06
7,2015-02-05,6,2015-02-07
7,2015-02-05,5,2015-02-08
9,2015-01-24,8,2015-01-28
9,2015-01-24,6,2015-01-29
9,2015-01-24,10,2015-01-30
9,2015-01-24,10,2015-01-31
8,2015-01-24,24,2015-02-16
8,2015-01-24,24,2015-02-17
8,2015-01-24,29,2015-02-18
10,2015-03-18,3,2015-03-21
10,2015-03-18,4,2015-03-22
9,2015-02-16,6,2015-02-17
9,2015-02-16,5,2015-02-18
4,2015-05-02,5,2015-05-02
4,2015-05-02,1,2015-05-03
4,2015-05-02,4,2015-05-04
4,2015-03-25,0,2015-03-25
4,2015-03-25,1,2015-03-26
4,2015-03-25,6,2015-03-27
4,2015-07-11,5,2015-07-13
4,2015-07-11,7,2015-07-14
4,2015-07-11,7,2015-07-15
4,2015-07-11,7,2015-07-16
2,2015-08-10,4,2015-08-13
5,2015-08-02,0,2015-08-02
5,2015-08-02,2,2015-08-03
5,2015-08-02,6,2015-08-04
5,2015-08-02,6,2015-08-05
5,2015-08-02,6,2015-08-06
5,2015-08-28,5,2015-08-31
5,2015-08-28,5,2015-09-01
5,2015-10-01,4,2015-10-03
4,2015-10-05,22,2015-10-22
4,2015-10-05,20,2015-10-23
3,2015-11-11,5,2015-11-11
2,2015-12-09,7,2015-12-13
7,2015-12-10,9,2015-12-19
7,2015-12-10,13,2015-12-20
7,2015-12-10,12,2015-12-19
7,2015-12-10,14,2015-12-20
3,2015-10-13,2,2015-10-13
4,2015-11-24,4,2015-11-25
5,2015-11-03,1,2015-11-03
7,2015-12-23,3,2015-12-23
7,2015-12-23,2,2015-12-24
7,2015-12-23,6,2015-12-25
13,2014-12-16,17,2014-12-30
13,2014-12-16,20,2014-12-31
13,2014-12-16,19,2015-01-01
13,2014-12-16,20,2015-01-02
13,2014-12-16,23,2015-01-03
13,2014-12-16,19,2015-01-04
13,2014-12-16,23,2015-01-05
18,2015-01-10,0,2015-01-10
11,2015-03-19,4,2015-03-20
11,2015-03-19,7,2015-03-21
8,2015-02-16,4,2015-02-16
8,2015-02-16,2,2015-02-17
8,2015-02-16,6,2015-02-18
4,2015-07-30,5,2015-07-30
5,2015-07-10,3,2015-07-10
5,2015-08-19,6,2015-08-23
5,2015-08-19,5,2015-08-24
5,2015-08-19,9,2015-08-25
5,2015-08-19,11,2015-08-26
5,2015-08-19,13,2015-08-27
